Epoch,Loss
1,1.0783333696186916
2,0.9520716179522013
3,0.7466926629217872
4,0.9336431352650366
5,0.7736483581757968
6,0.9149552151516672
7,0.764976047666108
8,0.6662213569623785
9,0.6270077967142507
10,0.7292979603122088
11,0.5995564258252777
12,0.746843359508983
13,0.589690574172609
14,0.5295768942468461
15,0.49100102939177626
16,0.7428331597206906
17,0.5111045213793899
18,0.4958865110510236
19,0.5344687959490665
20,0.6729232542613103
21,0.48488536078911465
22,0.595965422966355
23,0.45278148359053966
24,0.46965788560204297
25,0.4982092419365021
26,0.5301295788346612
27,0.46077741714491643
28,0.46930388853330707
29,0.5388769636998436
30,0.5015754855035649
31,0.5754069660118439
32,0.5387419203094852
33,0.4407238507187127
34,0.3972394966924147
35,0.524407114810334
36,0.486522886204177
37,0.44013294715603846
38,0.4678820540191028
39,0.5231946467994023
40,0.4937854286786266
41,0.5663005998054934
42,0.5807182149214731
43,0.6243892924067487
44,0.42865831744289273
45,0.35722998518667237
46,0.40605624201555646
47,0.3851599551205797
48,0.4509208646901902
49,0.353907231174172
50,0.4164629980353435
51,0.5170397609126022
52,0.4604587332918428
53,0.5196922114873007
54,0.4405068520783468
55,0.4422599703385379
56,0.45386948580200814
57,0.4270560043243529
58,0.5383328097527377
59,0.4641253563165815
60,0.3905899724356542
61,0.3915053457071401
62,0.4176388863512154
63,0.43483567898428255
64,0.2917192748100949
65,0.45842967166228976
66,0.2958973100917045
67,0.36061210664453436
68,0.2695279965604956
69,0.46910881716855285
70,0.5008947326724207
71,0.3877227566462508
72,0.44870922342520386
73,0.30419925105579326
74,0.2901833408059699
75,0.4231978299579154
76,0.3569375423200092
77,0.5454915977567403
78,0.3749526181046283
79,0.3698399132328082
80,0.3915468167356969
81,0.3421316225176239
82,0.3508341666603521
83,0.30067181257084646
84,0.3827513062554324
85,0.4090070419353705
86,0.3665088575805872
87,0.32465576155460873
88,0.4185142813590028
89,0.3542956937806211
90,0.36808921518093174
91,0.33009889197558023
92,0.3282860406426935
93,0.3384907546089165
94,0.38915514236530985
95,0.43632914102919185
96,0.419574535213815
97,0.2859409298736003
98,0.3475386055722519
99,0.3271994784341678
100,0.27770513329938
101,0.4530385334656996
102,0.29651767675982876
103,0.42804453851478413
104,0.28795770114980784
105,0.3103270532667186
106,0.41648517121421363
107,0.3610494763497019
108,0.2786753573278449
109,0.3520941013816662
110,0.3533271001673149
111,0.32120211570286744
112,0.2700062472071193
113,0.38158664794648284
114,0.403508435000362
115,0.37745595335820015
116,0.3940337575218807
117,0.2859147261363812
118,0.3027204442557087
119,0.25196863158367866
120,0.2834693375851316
121,0.3500298795906182
122,0.26188274277962864
123,0.26543289865765496
124,0.3716303399561937
125,0.26038245576522795
126,0.3637411413027993
127,0.25187535452075616
128,0.3118290958402838
129,0.3722208016595573
130,0.2567443564399421
131,0.34195682338476735
132,0.24135740443547268
133,0.3699727680416411
134,0.36411808954293196
135,0.24540528556647628
136,0.3223796693590387
137,0.28897908283804713
138,0.4903173158695468
139,0.3662188687248897
140,0.33210903823863197
141,0.3405504381291124
142,0.3172920437943177
143,0.31739870179897506
144,0.3246620747701081
145,0.3517815601275644
146,0.2967619216756686
147,0.19885867589606926
148,0.30640648267743653
149,0.3412073609149659
150,0.3211554494773999
151,0.35196824314159103
152,0.18541389945830697
153,0.2591837340667654
154,0.3131752953177306
155,0.24500737130918301
156,0.3123418120102129
157,0.27433775583532716
158,0.2724516830483699
159,0.2553494452941324
160,0.35040609040263776
161,0.29317936917862614
162,0.2288839650415368
163,0.21580599644923093
164,0.26311648485432315
165,0.37962515025532684
166,0.26187066412938925
167,0.3166354736030072
168,0.3077913540200097
169,0.24243104805528692
170,0.28293944946643734
171,0.2019937940951733
172,0.21825906220819163
173,0.3502605925742972
174,0.29825068710451813
175,0.3598184360564954
176,0.3859196807789924
177,0.2685846646436981
178,0.33681005301839106
179,0.22074295199160318
180,0.32640956588853925
181,0.31140358621979425
182,0.33531879432731476
183,0.20743217702351688
184,0.2304782143839794
185,0.3248272138007516
186,0.3198832881040329
187,0.3319789373583772
188,0.26585858560465464
189,0.3061499936743363
190,0.1930300135643305
191,0.26959027132259067
192,0.22351216235311996
193,0.23865863921531402
194,0.2793439216817281
195,0.23373650287592068
196,0.28209036172454605
197,0.24273224003787194
198,0.36497412987644573
199,0.25658652489956113
200,0.2892074008895436
201,0.25254655698550166
202,0.2741706540085055
203,0.22770363950282374
204,0.22589513863509222
205,0.23713126022136866
206,0.21545759691288113
207,0.28630179934063665
208,0.20999511231709217
209,0.197665141994919
210,0.25978540147771884
211,0.3873496464841583
212,0.3182352463630786
213,0.24689846079338612
214,0.15332416652263567
215,0.2885282996292854
216,0.3004575841488354
217,0.2949918861975379
218,0.19623147814180025
219,0.24819736379856233
220,0.24746903058086092
221,0.33241608446730536
222,0.18808248074296022
223,0.3655952220225748
224,0.22612207680387256
225,0.26698340022008216
226,0.29705860499184933
227,0.25675824031962363
228,0.3006123981383951
229,0.20308351162764157
230,0.22705725138955862
231,0.18316989707317485
232,0.2478584553610036
233,0.26634803228429366
234,0.14725846887344637
235,0.23603173556443913
236,0.23399239140413997
237,0.2582061487880858
238,0.2657744326629354
239,0.20989814364277717
240,0.23332455691401913
241,0.2292568771550642
242,0.20353874034179303
243,0.24101408398792015
244,0.31114057028411063
245,0.23706941715552166
246,0.24217773739404108
247,0.2081367661322615
248,0.2882597111762834
249,0.27494476713830396
250,0.32891479342991514
251,0.3247774442021959
252,0.2512578360774638
253,0.14246836811347605
254,0.25072536467058815
255,0.19401706885753167
256,0.21365015389075684
257,0.20739125356242613
258,0.2121296763084631
259,0.1987325968307977
260,0.186616053932178
261,0.3008755268842225
262,0.25278787579952283
263,0.159110217265429
264,0.2515247504909929
265,0.20899357201249144
266,0.2593174279079511
267,0.23904955460632968
268,0.23595728933219995
269,0.1866948113816403
270,0.20316008443544428
271,0.2753461019019235
272,0.21565785100165008
273,0.21509919203267797
274,0.2703280754208972
275,0.236562951092475
276,0.21867733918542412
277,0.22626932910079117
278,0.19694262805497556
279,0.2838902633105602
280,0.24446607355231345
281,0.20735691073155413
282,0.16972723764790335
283,0.24474293671372013
284,0.2243820848355647
285,0.2461523466872488
286,0.2306338466137903
287,0.27147555336402274
288,0.25378602882229057
289,0.23425425419206242
290,0.19646646405005821
291,0.1749026200619935
292,0.2119234304122588
293,0.2958793354712681
294,0.303684890341552
295,0.23285713299865982
296,0.16739145249967022
297,0.2557400001940883
298,0.26875115566976304
299,0.261551506772336
300,0.2755921542369351
